,title,publication_date,source,doi,abstract,tags,authors,url,citation_count,search_string
469,Impact of irrigation water quality on human health: a case study in India.,2009-01-01,Ecological Economics,10.1016/J.ECOLECON.2009.04.019,"Untreated or partially treated wastewater, which is a negative externality of urban water use, is widely used for irrigation in water scarce regions in several countries including India. While the nutrients contained in the wastewater is considered as beneficial to agriculture, the contaminants present in it pose environmental and health risks. This paper examines the morbidity status, its determinants as well as the cost of illness for households living in the areas irrigated with wastewater in comparison with those using normal quality water. Primary data collected from six villages irrigated with wastewater along Musi River which is fed with wastewater and one control village where normal quality water is used for irrigation has been used for the analysis. It is seen that higher rates of morbidity exist in the wastewater irrigated villages when compared to the control village. Specifically, adult and female morbidity rates are significantly higher than child and male morbidity rates. From the logit analysis it is seen that exposure to wastewater and engagement in activities based on it places the households in higher risk groups to report morbidity. Small and marginal farmers incur higher economic cost of illness. However, it has been difficult to ascertain the cause and effect relationship as most of the households have reported more common illnesses like fever, head ache, skin itching, stomach ailments, etc. The study points out the need for a comprehensive risk assessment and adoption of risk management measures including setting standards for treatment and discharge of wastewater and regulations on the type of uses etc. to prevent unplanned use of untreated or partially treated wastewater while taking into account local conditions.","Water resource management,Water quality,Wastewater,Risk management,Risk assessment,Irrigation,Externality,Environmental resource management,Environmental health,Economics,Economic cost,Agriculture,Water scarcity,Water resources,Water industry,Wastewater,Soil contamination,Sludge,Wastewater,Reuse,Process improvement,Wastewater,Waste management,Greywater,Wastewater,Sludge,Sewage treatment,Zinc,Upper gastrointestinal cancer,Upper gastrointestinal,Water resources,Water quality,Wastewater,Water supply,Water resource management,Water quality,Water resources,Wastewater,Sustainability,Wastewater,Soil contamination,Soil Pollutants","Jeena T. Srinivasan,V. Ratna Reddy,David J. Molden,M. Muchuweti,J.W. Birkett,E. Chinyanga,R. Zvauya,M.D. Scrimshaw,Takashi Asano,A. C. Chang,Genxing Pan,Takashi Asano,Stephanie Buechler,Gayathri Devi,Kunwar P Singh,Dinesh Mohan,Sarita Sinha,R Dalwani,M.Kürsad Türkdoğan,Fevzi Kilicel,Kazim Kara,Ilyas Tuncer,Ismail Uygan,Christopher A. Scott,Naser I Faruqui,L. Raschid-Sally,R. S. Ayers,D. W. Westcot,Andrew J. Hamilton,Frank Stagnitti,Xianzhe Xiong,Simone L. Kreidl,Kurt K. Benke,Ying Chen,Chunxia Wang,Zijian Wang",http://urbanag.wdfiles.com/local--files/forum%3Athread/irrigation%20water%20quality%20India.pdf,90,agriculture case study greenhouse gas
470,"Biodiversity, food consumption and ecological niche dimension: a study case of the riverine populations from the Rio Negro, Amazonia, Brazil",2009-01-01,"Environment, Development and Sustainability",10.1007/S10668-007-9126-Z,"In this study we perform an ecological analysis of the resources use in the diet of the ribeirinho populations of the Barcelos municipality, Rio Negro, Amazonas, Brazil. Data on food composition, seasonality, and origin took place during three field trips between 1999 and 2000. Data were gathered based on structured interviews and observations from a total of 320 meals of 114 randomly selected families and 164 fishing trips. The staple food of the studied populations is based on fish and manioc, although the food niche amplitude can vary according to the factors such as the access to imported food items, resources seasonality, and socio-economic conditions. The migration to urban centers along with the changes in subsistence activities (reduction of small-scale agriculture and specialization in commercial fishing) may result in changes in the food habits of ribeirinho populations from Rio Negro.","Subsistence agriculture,Staple food,Socioeconomics,Fishing,Environmental resource management,Economics,Ecology,Ecological niche,Commercial fishing,Biodiversity,Amazon rainforest,Agriculture,Structural diversity,Species diversity,Species discovery curve,Social research,Psychology,Participant observation,Zoology,Tree squirrel,Range (biology),Pelagic zone,Neotropical fish,Freshwater fish,Sociology,Sociological research,Social science,Species richness,Species diversity,Rarefaction,Sociology,Social science,Humanities,Sociology,Sociocultural anthropology,Social science,Sociology,Social science,Social psychology,Structural basin,Ornamental plant,Fishery","Andréa Leme da Silva,Alpina Begossi,Anne E. Magurran,H. Russell Bernard,Louise Emmons,François. illust Feer,R. H. Lowe-McConnell,Kenneth D. Bailey,Alpina Begossi,Andréa Leme da Silva,Alan H. Goodman,Thomas Leland Leatherman,Harvey Bernard,P. Killworth,D. Kronenfeld,L. Sailer,Scott A. Schaefer",https://ideas.repec.org/a/spr/endesu/v11y2009i3p489-507.html,55,agriculture case study greenhouse gas
471,"Innovative Blockchain-Based Approach for Sustainable and Credible Environment in Food Trade: A Case Study in Shandong Province, China",2018-01-01,Sustainability,10.3390/SU10093149,"Agri-food trade has a profound impact on social stability and sustainable economic development. However, there are several technological problems in current agricultural product transactions. For example, it is almost impossible to improve the efficiency of transactions and maintain market stability. This paper designs a novel Food Trading System with COnsortium blockchaiN (FTSCON) to eliminate information asymmetry in the food trade, in order to establish a sustainable and credible trading environment, the system uses consortium blockchain technology to meet the challenge of different authentications and permissions for different roles in food trade. Meanwhile, we have used the online double auction mechanism to eliminate competition. We also have designed a improved Practical Byzantine Fault Tolerance (iPBFT) algorithm to improve efficiency. In addition, a case study based on a series of data from Shandong Province, China indicate that the FTSCON can achieve profit improvement of merchants. Therefore, the proposed system proved to have high commercial value.","Novel food,Information asymmetry,Food trade,Environmental resource management,Environmental economics,Economics,Double auction,China,Byzantine fault tolerance,Blockchain,Agriculture,Wireless sensor network,Service-oriented architecture,Real-time computing,Traceability,Supply chain management,Supply chain,Machine to machine,Industrial organization,Industrial Revolution,Transparency (graphic),Traceability,The Internet,Target audience,Microeconomics,Mass media,Wireless,Use case,Suite,Value creation,Supply chain,Precision agriculture,Smart contract,Notice,Finance,Workflow,Use case,Transparency (graphic),Wireless sensor network,Wireless,Traceability","Dianhui Mao,Zhihao Hao,Fan Wang,Haisheng Li,Li Da Xu,Wu He,Shancang Li,Feng Tian,Janusz J. Sikorski,Joy Haughton,Markus Kraft,Feng Tian,Wim Verbeke,Jie Zhang,Nian Xue,Xin Huang,Zhibo Pang,Qiang Chen,Weili Han,Lirong Zheng,Philip Treleaven,Richard Gendal Brown,Danny Yang,Peng Zhang,Douglas C. Schmidt,Jules White,Gunther Lenz,Fabien Bibi,Carole Guillaume,Nathalie Gontard,Brice Sorli",https://ideas.repec.org/a/gam/jsusta/v10y2018i9p3149-d167569.html,13,agriculture case study greenhouse gas
472,Environmental Benefits of Wireless Sensor-based Irrigation Networks: Case-study Projections and Potential Adoption Rates,2013-01-01,Horttechnology,10.21273/HORTTECH.23.6.783,"We describe and estimate the potential environmental benefits associated with the adoption of wireless sensor irrigation networks (WSIN) in United States ornamental crop production. Benefit estimates are based on results from on-farm research conducted during the previous three years, using both conservative and optimistic assumptions about the levels of WSIN technology adoption. We project reductions in water use and air and water emissions for six U.S. agricultural regions, the U.S. overall, and the six states that make up the Chesapeake Bay watershed. Based on these analyses, an average nationwide WSIN adoption rate of 50% in ornamental operations would result in annual water use savings of 223 billion liters (enough for 400,000 U.S. households annually) or a 25% reduction in total water use for all ornamental production. Reductions in annual carbon dioxide emissions, assuming only the reduced energy use from pumping less water was 36,232 Mg (equivalent to removing 7500 cars annually). Reduced fertilizer applications and more efficient irrigation resulted in reductions of 282,000 kg nitrogen and 182,000 kg phosphorous. These efficiency gains and nutrient discharge reductions have been shown to generate significant profits for growers, but would cost hundreds of thousands of dollars to achieve using conventional urban or agricultural best management practices (BMPs). If WSIN technologies are adopted in other areas of specialty horticulture (e.g., fruit, vegetable, and nut production) or in agronomic crops [e.g., corn (Zea mays) and wheat (Triticum sp.)], the indirect and induced private and environmental benefits will likely be much higher. Since the environmental benefits of WSIN technologies depend critically on adoption rates, we also briefly describe potential pathways to increase WSIN adoption such as providing technical assistance or offering financing or loan guarantees.","Zea mays,Watershed,Water use,Profit (economics),Loan,Irrigation,Fertilizer,Environmental resource management,Biology,Agroforestry,Agriculture,Agricultural science,Livelihood,Green Revolution,Food security,Social impact,Natural resource economics,Green Revolution,Variable cost,Technological change,Small farm,Poverty,Food systems,Food security,Wireless sensor network,Water content,Sustainability,Water content,Sensor system,Profitability index,Wireless sensor network,User-centered design,User feedback,Irrigation,Cost–benefit analysis,Biology,Troubleshooting,Profitability index,Irrigation efficiency,Water content,Phlox paniculata,Phlox","John C. Majsztrik,Elizabeth W. Price,Dennis M. King,R. E. Evenson,D. Gollin,Prabhu L. Pingali,G. Feder,R. Just,D. Silberman,Robert Paarlberg,Matthew Chappell,Sue K. Dove,Marc W. van Iersel,Paul A. Thomas,John Ruter,Erik Lichtenberg,John Majsztrik,Monica Saavoss,David Kohanbash,George Kantor,Todd Martin,Lauren Crawford,Bruk E. Belayneh,John D. Lea-Cox,Erik Lichtenberg,Marc W. van Iersel,Matthew Chappell,John D. Lea-Cox,Stephanie E. Burnett,Marc W. van Iersel",http://horttech.ashspublications.org/content/23/6/783.full.pdf,16,agriculture case study greenhouse gas
473,Climate change threats to family farmers' sense of place and mental wellbeing: A case study from the Western Australian Wheatbelt.,2017-01-01,Social Science & Medicine,10.1016/J.SOCSCIMED.2017.01.009,"‘Sense of place’ has become a central concept in the analysis of the cultural, personal and mental health risks posed by a changing climate. However, such place-related understandings of mental health and wellbeing remain largely limited to Indigenous health contexts. In this article we argue the relevance of sense of place in understanding the mental health impacts of climate change on family farmers who retain close living and working relationships to the land. We conducted a community-based qualitative case study located in the Western Australian Wheatbelt - a region that has experienced some of the most significant climate change in Australia. A three-part interview series was conducted with 22 family farmers between February 2013 and April 2014, and 15 interviews with various agricultural and mental health key informants. The research findings reveal that recently observed patterns of climate change have exacerbated farmers' worries about the weather, undermined notions of self-identity, and contributed to cumulative and chronic forms of place-based distress, culminating in heightened perceived risk of depression and suicide. The research findings highlight the tightly coupled ecosystem health-human health relationships that exist for family farmers living in regions affected by climate change, as well as the significance of farmers' place-based attachments and identities for their mental health and wellbeing.","Socioeconomics,Social psychology,Sense of place,Risk perception,Place identity,Place attachment,Mental health,Medicine,Distress,Climate change,Agriculture,Validity,Thematic map,Thematic analysis,Summit,Per capita,Nutritious food,Suicide prevention,Social psychology,Poison control,The Symbolic,Symbolic interactionism,Sustainable development,Sense of place,Public space,Public health,Transformational leadership,Stern,Politics,Sense of place,Public administration,Poison control,State government,Policy development,Indian ocean,Sociology,Social psychology,Self-perception theory,Self","Neville R. Ellis,Glenn A. Albrecht,Greg S. Guest,Kathleen M. MacQueen,Emily E. Namey,John R. Porter,Liyong Xie,Andrew J. Challinor,Kevern Cochrane,S. Mark Howden,Glenn Albrecht,Gina Maree Sartore,Linda Connor,Nick Higginbotham,Sonia Freeman,Rob J.F. Burton,Howard Frumkin,L. Rickards,S. M. Howden,Emily L. Chamlee-Wright,Virgil Henry Storr,Bryson C. Bates,Pandora Hope,Brian Ryan,Ian Smith,Steve Charles,Edward C. Relph,Harold M. Proshansky,Abbe K. Fabian,Robert Kaminoff",https://core.ac.uk/display/77144743,52,agriculture case study greenhouse gas
474,Effects of social network factors on information acquisition and adoption of improved groundnut varieties: the case of Uganda and Kenya,2014-01-01,Agriculture and Human Values,10.1007/S10460-014-9486-6,"Social networks play a significant role in learning and thus in farmers’ adoption of new agricultural technologies. This study examined the effects of social network factors on information acquisition and adoption of new seed varieties among groundnut farmers in Uganda and Kenya. The data were generated through face-to-face interviews from a random sample of 461 farmers, 232 in Uganda and 229 in Kenya. To assess these effects two alternative econometric models were used: a seemingly unrelated bivariate probit (SUBP) model and a recursive bivariate probit (RBP) model. The statistical evaluation of the SUBP shows that information acquisition and adoption decisions are interrelated while tests for the RBP do not support this latter model. Therefore, the analysis is based on the results obtained from the SUBP. These results reveal that social network factors, particularly weak ties with external support (e.g., researchers, extension agents, etc.), partially influence information acquisition, but do not influence adoption. In Uganda, external support, gender, farm size, and geographic location have an impact on information acquisition. In Kenya, external support and geographic location also have an impact on information acquisition. With regard to adoption, gender, household size, and geographic location play the most important roles for Ugandan farmers, while in Kenya information from external sources, education, and farm size affect adoption choice. The study provides insight on the importance of external weak ties in groundnut farming, and a need to understand regional differences along gender lines while developing agricultural strategies. This study further illustrates the importance of farmer participation in applied technology research and the impact of social interactions among farmers and external agents.","Social network,Regional differences,Location,Interpersonal ties,Information acquisition,Environmental resource management,Economics,Econometric model,Bivariate probit,Agriculture,Sampling (statistics),Population,Panel data,Simulation methods,Programming language,Operations research,Social sustainability,Social structure,Social network,Video self-modeling,Social psychology,Social learning theory,Watershed,Soil characteristics,Social learning,Statistical analysis,Social effects,Prior information,Sociology,Sociological theory of diffusion,Product innovation,Sustainable management,Sustainability,Social capital,Tie strength,Strong ties,Strength of ties,Technical change,Profitability index,Panel data","Mary Thuo,Alexandra A. Bell,Boris E. Bravo-Ureta,Michée A. Lachaud,David K. Okello,Evelyn Nasambu Okoko,Nelson L. Kidula,Carl M. Deom,Naveen Puppala,Jeffrey M Wooldridge,A. Colin Cameron,Pravin K Trivedi,Mark Granovetter,Albert Bandura,Timothy G. Conley,Christopher R. Udry,Charles F. Manski,Everett M. Rogers,Jules Pretty,Mark Granovetter,Andrew D. Foster,Mark R. Rosenzweig",https://econpapers.repec.org/article/spragrhuv/v_3a31_3ay_3a2014_3ai_3a3_3ap_3a339-353.htm,78,agriculture case study greenhouse gas
475,Temporal changes in rice-growing area and their impact on livelihood over a decade: A case study of Nepal,2011-01-01,"Agriculture, Ecosystems & Environment",10.1016/J.AGEE.2011.06.010,"Abstract This study aimed to investigate the changes in rice-growing area over a decade (2000–2009) using remote-sensing techniques in combination with socioeconomic information and national statistics. Temporal rice area and land-use changes in Nepal were mapped using MODIS (MOD09A1) 500 m time-series data and spectral matching techniques (SMTs). This analysis presents mapped agricultural cropland change detected over a large area, where fuzzy classification accuracies range between 67% and 91% for various rice classes, with an accuracy of 82% for field-plot data. The MODIS-derived rice areas for the districts were highly correlated with national statistical data with R 2 values of 0.9918. We observed a significant decline (13%) in rice cultivated area in 2006 compared with the average over the remaining years. The higher reduction in rice area was mainly restricted to the rainfed districts of the eastern, central, and midwestern regions due to severe drought incidence, particularly in 2006. The area under the rainfed rice ecosystem continues to predominate, recording the largest share among rice classes across all the years from 2000 to 2009. The use of remote-sensing techniques is a rapid, cost-effective, and reliable measure to monitor changes in rice cultivated area over long periods of time and estimate the reduction in area cultivated due to climatic stress such as drought. Reinforced with methods and information in socioeconomics, these techniques could be used for mapping agricultural land-use changes, production planning, and targeting. Agricultural research and development institutions in Nepal can use these techniques for better planning, regular monitoring of land-use changes, and technology transfer.","Technology transfer,Spectral matching,Socioeconomic status,Production planning,Livelihood,Fuzzy classification,Ecosystem,Biology,Agroforestry,Agriculture,Synthetic aperture radar,Space-based radar,Space Shuttle,Remote sensing,Principal component analysis,Land cover change detection,Synthetic aperture radar,Space-based radar,Space Shuttle,Trajectory,Remote sensing,Image differencing,Time variations,Remote sensing,Land cover change detection,Topographic map,Space Shuttle,Shuttle Radar Topography Mission,Vegetation,Spectral bands,STREAMS,Soil science,Landscape epidemiology,Land use,Spatial variability,Spatial heterogeneity,Natural resource management,Water supply,Water scarcity,Water resources","Murali Krishna Gumma,Devendra Gauchan,Andrew Nelson,Sushil Pandey,Tom G. Farr,Paul A. Rosen,Edward Caro,Robert Crippen,Riley Duren,D. Lu,P. Mausel,E. Moran,Bernhard Rabus,Michael Eineder,Achim Roth,Richard Bamler,P Coppin,I Jonckheere,Kristiaan Nackaerts,Bart Muys,Eric Lambin,Ashbindu Singh,Tom G. Farr,Mike Kobrick,Prasad S. Thenkabail,Mitchell Schull,Hugh Turral,Harini Nagendra,Darla K. Munroe,Jane Southworth,Suzanne Serneels,Eric F Lambin,A. Gaur,T. W. Biggs,M. K. Gumma,G. Parthasaradhi,H. Turral",https://pubag.nal.usda.gov/catalog/512873,69,agriculture case study greenhouse gas
476,Identifying priority areas for national-level conservation to achieve Aichi Target 11: A case study of using terrestrial birds breeding in Japan,2015-01-01,Journal for Nature Conservation,10.1016/J.JNC.2014.10.002,"Abstract Target 11 of the Aichi Biodiversity Targets established in 2010 by the Convention on Biological Diversity aims to conserve at least 17% of terrestrial areas by 2020. Although global-scale conservation planning to achieve this target has already been attempted, conservation effectiveness strongly depends on region-specific natural and social factors, necessitating planning at the national and regional levels. We conducted complementarity analysis to achieve the target with regard to species distributions of 172 terrestrial birds in Japan, using in part the results of niche modeling, and identified candidate protected areas not currently included in existing protected areas. There was a large difference in landscape structure between existing and candidate protected areas due to the spatial bias of the existing protected areas; these areas were characterized by a high proportion of forest areas and low landscape heterogeneity, while candidate protected areas had a low proportion of forest areas and high landscape heterogeneity. As candidate areas were represented by mainly open lands, including agricultural fields, and were mixed to some degree with secondary forests, threatened species preferring agricultural fields or grasslands were well covered by candidate protected areas. Considering the extremely high cost of land in Japan and the infeasibility of strictly limiting human activities, we propose that facilitating the sustainable use of open lands is a promising approach to achieving Aichi Target 11 in Japan.","Threatened species,Sustainability,Environmental resource management,Environmental niche modelling,Ecology,Convention on Biological Diversity,Conservation planning,Complementarity (molecular biology),Biology,Biodiversity,Agriculture,Software engineering,Software analytics,Reference software,Statistics,Species distribution,Receiver operating characteristic,Millennium Ecosystem Assessment,Human ecology,Environmental science,Statistics,Principal component analysis,Path analysis (statistics),Species distribution,Realized niche width,Occurrence data,Sustainable forest management,Red List Index,Population,Resource management,Reserve design,Nature reserve,Training set,Selection bias,Sampling (statistics),Training set,Sampling bias,Regularization (mathematics),Total human ecosystem,Sustainability,Spatial ecology","Shoji Naoe,Naoki Katayama,Tatsuya Amano,Munemitsu Akasaka,R Core Team,Steven J. Phillips,Robert P. Anderson,Robert E. Schapire,Millenium Ecosystem Assessment,Gerry Peter Quinn,Michael J Keough,Jane Elith,Catherine H. Graham,Robert P. Anderson,Miroslav Dudík,Simon Ferrier,Stuart H.M. Butchart,Matt Walpole,Ben Collen,Arco Van Strien,Jörn P.W. Scharlemann,C. R. Margules,R. L. Pressey,Steven J. Phillips,Miroslav Dudík,Jane Elith,Steven J. Phillips,Trevor Hastie,Miroslav Dudík,Yung En Chee,Teja Tscharntke,Alexandra-Maria Klein,Andreas Kruess,Ingolf Steffan-Dewenter,Carsten Thies",https://espace.library.uq.edu.au/view/UQ:d11fe3a,18,agriculture case study greenhouse gas
477,The translation of animal welfare research into practice: the case of mixing aggression between pigs,2018-01-01,Applied Animal Behaviour Science,10.1016/J.APPLANIM.2018.03.003,"Abstract Aggression between unfamiliar pigs at mixing is a major animal welfare problem in commercial farming. It has been studied since the 1970s and remains an important topic in animal welfare research. Methods to reduce pig aggression at mixing have been reviewed previously, but there has been little translation of the advocated techniques and building designs into practice. As a result, the problem persists on many commercial units. A similar situation exists for many other animal welfare issues. This article takes a new approach in not only reviewing the recent scientific literature, but also reviewing the evidence of uptake in industry. Firstly, the current state of aggression mitigation research is reviewed; including the most successful recent developments in breeding against aggression, early life socialisation, the use of pheromones and nutrition. Secondly, information is extracted from both peer reviewed and industry literature to establish the extent to which these strategies have been transferred from research to practice. Finally, we discuss why in spite of the amount of research on reducing aggression at mixing the problem has not reduced in intensive farming systems. The limited uptake in practice appears to be due to low prioritisation of the problem, the practicalities of implementation, lack of information on cost-effectiveness and ineffective communication of research to the farming community. To bridge this gap, industry must be involved in the design of practical solutions and the cost-effectiveness of these must be quantified. This approach should also be considered for other animal welfare issues under investigation. We recommend a better alignment between research questions and industry interests to increase the success of research efforts to improve animal welfare in practice.","Spite,Socialization,Social psychology,Scientific literature,Public economics,Psychology,Intensive farming,Building design,Animal welfare,Agriculture,Aggression,Surgery,Structured interview,Public health,Reimbursement,Public health,Program evaluation,Sustainable agriculture,Livestock,European union,Skin temperature,Respiration,Rectal temperature,Skin lesion,Psychology,Physiology,Veterinary medicine,Theory of planned behavior,Social psychology,Trait,Rate of evolution,Quantitative genetics,Welfare,Space requirements,Internal medicine,Welfare,Veterinary medicine,Stunning,Social psychology,Point of sale,Marketing","Rachel S.E. Peden,Simon P. Turner,Laura A. Boyle,Irene Camerlink,Benedikt Huttner,Herman Goossens,Theo Verheij,Stéphan Juergen Harbarth,Elifsu Sabuncu,Julie David,Claire Bernède-Bauduin,Sophie Pépin,Michel Leroy,Frank Aarestrup,S. C. Pearce,N. K. Gabler,J. W. Ross,J. Escobar,J. F. Patience,Simon P. Turner,Mark J. Farnworth,Ian M.S. White,Sue Brotherstone,Mike Mendl,Pablo Alarcon,Barbara Wieland,Ana L.P. Mateus,Chris Dewberry,Allen J. Moore,Edmund D. Brodie,Jason B. Wolf,Paul Hamilton Hemsworth,M Rice,Judy Nash,K Giri,Kym L Butler,E. M. C. Terlouw,C. Arnould,B. Auperin,C. Berri,E. Le Bihan-Duval,Monika J.A. Schröder,Morven G. McEachern",http://openaccess.sruc.ac.uk/handle/11262/11407,24,agriculture case study greenhouse gas
478,Environmental evaluation of high-value agricultural produce with diverse water sources: case study from Southern California,2018-01-01,Environmental Research Letters,10.1088/1748-9326/AAA49A,"Meeting agricultural demand in the face of a changing climate will be one of the major challenges of the 21st century. California is the single largest agricultural producer in the United States but is prone to extreme hydrologic events, including multi-year droughts. Ventura County is one of California's most productive growing regions but faces water shortages and deteriorating water quality. The future of California's agriculture is dependent on our ability to identify and implement alternative irrigation water sources and technologies. Two such alternative water sources are recycled and desalinated water. The proximity of high-value crops in Ventura County to both dense population centers and the Pacific Ocean makes it a prime candidate for alternative water sources. This study uses highly localized spatial and temporal data to assess life-cycle energy use, life-cycle greenhouse gas emissions, operational costs, applied water demand, and on-farm labor requirements for four high-value crops. A complete switch from conventional irrigation with groundwater and surface water to recycled water would increase the life-cycle greenhouse gas emissions associated with strawberry, lemon, celery, and avocado production by approximately 14%, 7%, 59%, and 9%, respectively. Switching from groundwater and surface water to desalinated water would increase life-cycle greenhouse gas emissions by 33%, 210%, 140%, and 270%, respectively. The use of recycled or desalinated water for irrigation is most financially tenable for strawberries due to their relatively high value and close proximity to water treatment facilities. However, changing strawberry packaging has a greater potential impact on life-cycle energy use and greenhouse gas emissions than switching the water source. While this analysis does not consider the impact of water quality on crop yields, previous studies suggest that switching to recycled water could result in significant yield increases due to its lower salinity.","Water treatment,Water quality,Surface water,Population,Irrigation,Groundwater,Greenhouse gas,Environmental engineering,Economics,Atmospheric sciences,Agriculture,Water use,Water pollution,Water balance,Water use,Water supply,Water scarcity,Water scarcity,Water resources,Water cycle,Waste management,Soy milk,Ruminant livestock,Water supply,Solar energy,Seawater,Population,Operations management,Greenhouse gas,Geography,Climatology,Climate change,Saltwater intrusion,Saline water,Intrusion,Water transport,Water supply,Water resource management,Water pollution,Waste management,Petroleum","Eric M Bell,Jennifer R Stokes-Draut,Arpad Horvath,Mesfin Mergia Mekonnen,Arjen Y. Hoekstra,Mesfin Mergia Mekonnen,Arjen Y. Hoekstra,D. Bixio,C. Thoeye,J. De Koning,D. Joksimovic,D. Savic,Stephen John Clune,Enda Crossin,Karli Verghese,Jennifer R. Stokes,Arpad Horvath,Martin C. Heller,Gregory A. Keoleian,D. L. Swain,M. Tsiang,M. Haugen,D. Singh,A. Charland,Paul M. Barlow,Eric G. Reichard,Alon Tal,Santosh Madival,Rafael Auras,Sher Paul Singh,Ramani Narayan",https://iopscience.iop.org/article/10.1088/1748-9326/aaa49a/pdf,6,agriculture case study greenhouse gas
479,The Interaction of Global Value Chains and Rural Livelihoods: The Case of Smallholder Raspberry Growers in Chile,2010-01-01,Journal of Agrarian Change,10.1111/J.1471-0366.2010.00282.X,"This paper integrates aspects of global value chain and sustainable rural livelihoods analyses in an exploration of the local impacts of agri-food globalization in Chile. In particular, it examines the evolution of the raspberry export sector in the context of Chile's non-traditional agricultural export boom, and considers its importance to smallholder growers and rural households in central Chile. The paper first outlines the geography and structural configuration of the global value chain for Chilean raspberries, and considers modes of governance and forms of coordination between key actors within the chain. Second, the terms and implications of smallholder grower participation in the value chain are explored in a discussion of access to key livelihoods assets. The paper concludes that institutional support to smallholders, even in the case of a crop that is widely seen to have a small-scale ‘size bias', remains integral to their capacity to comply with required safety and quality standards and gain and retain market access via the value chain.","Value chain,Natural resource economics,Market economy,Market access,Livelihood,Globalization,Global value chain,Economics,Development economics,Corporate governance,Boom,Agriculture,Transaction cost,Rational choice institutionalism,Path dependence,Subsistence agriculture,Rural management,Rural economics,Engineering management,Economics,Rapid rise,Procurement,Latin Americans,Sustainable livelihood,Sustainable Agriculture Innovation Network,Rural sociology,Sustainability,Rural development,Politics,Standard of living,Poverty,Portfolio,Stylized fact,Sociology,Social change,Sustainability,Socioeconomics,Social capital,Sustainable development,Rural sociology,Rural economics","Edward R.T. Challies,Warwick E. Murray,Douglass Cecil North,Frank Ellis,Raphael Kaplinsky,Mike Morris,Thomas Reardon,C. Peter Timmer,Christopher B. Barrett,Julio A. Berdegue,Ian Scoones,Ian Scoones,Frank Ellis,Jeffrey W Henderson,Peter Dicken,Martin Hess,Neil Coe,Henry Wai-Chung Yeung,Anthony Bebbington,Robert Chambers,Gordon Conway",http://fox.leuphana.de/portal/de/publications/publications(51d44420-1439-4c98-b7a2-f44de8c306b9).html,91,agriculture case study greenhouse gas
480,National and international agricultural research and rural poverty: the case of rice research in India and China,2005-01-01,Agricultural Economics,10.1111/J.1574-0864.2005.00077.X,"The study attempts to measure the total benefits from rice varietal improvement research in China and India using variety adoption and performance data over the last two decades. It then uses genetic or pedigree information to partition the total benefits between these two countries and IRRI. Finally, the study uses reported elasticity of poverty reduction with respect to agricultural output growth to assess the effects of national and international research on poverty reduction in rural India and China. The results indicate that rice varietal improvement research has contributed tremendously to increase in rice production, accounting for 14-23 percent of total production value over the last two decades in both countries. Rice research has also helped reduce large numbers of rural poor. IRRI played a crucial role in these successes. In 1999, for every $1 million invested at IRRI, more than 800 and 15,000 rural poor were lifted above the poverty line in China and India, respectively. These poverty-reduction effects were even larger in the earlier years."" Authors' Abstract","Rural poverty,Rural area,Poverty,International research,Impact assessment,Economics,Economic impact analysis,China,Agriculture,Agricultural economics,Scarcity,Rural development,Rural area,Business,Agricultural economics,Agricultural development,Rural poverty,Rupee,Public policy,Welfare economics,Poverty reduction,Poverty,Standard of living,Socioeconomics,Rural poverty,Water use,Water resources,Water resource management,Rural poverty,Poverty,Labour economics,Rural area,Public policy,Poverty,Rural area,Productivity,Poverty,Stratified sampling,Resource management,Qualitative analysis","Shenggen Fan,Connie Chan-Kang,Keming Qian,K. Krishnaiah,Bruce R. Beattie,Yujiro Hayami,Vernon Ruttan,Shenggen Fan,Peter Hazell,Sukhadeo Thorat,François Bourguignon,Gaurav Datt,Martin Ravallion,Mark W. Rosegrant,Claudia Ringler,Daene C. McKinney,Ximing Cai,Andrew Keller,Gaurav Datt,Martin Ravallion,Mark W. Rosegrant,Peter B. R. Hazell,Shenggen Fan,Peter B.R. Hazell,Sukhadeo Thorat,Ruth Suseela Meinzen-Dick,K. V. Raju,Ashok Gulati",https://econpapers.repec.org/RePEc:fpr:eptddp:109,69,agriculture case study greenhouse gas
